reporting_month,ingestion_date,product_group,footprint,customer_type,churn_value,reporting_kpi,forecast_date
2025-05-01,2025-05-12,DSL,DSL,Irregular,7,ACTUAL,
2025-05-01,2025-05-12,DSL,DSL,Regular,61,ACTUAL,
2025-05-01,2025-05-12,Fiber,Fiber,Regular,50,ACTUAL,
2025-06-01,2025-05-12,Broadband,KD,Bad_Payer,36,FORECAST,2025-06-01
2025-06-01,2025-05-12,Broadband,KD,Irregular,19,FORECAST,2025-06-01
2025-06-01,2025-05-12,Broadband,KD,Regular,143,FORECAST,2025-06-01
2025-06-01,2025-05-12,Broadband,UM,Bad_Payer,34,FORECAST,2025-06-01
2025-06-01,2025-05-12,Broadband,UM,Regular,81,FORECAST,2025-06-01
2025-06-01,2025-05-12,DSL,DSL,Bad_Payer,82,FORECAST,2025-06-01
2025-06-01,2025-05-12,DSL,DSL,Irregular,31,FORECAST,2025-06-01
2025-06-01,2025-05-12,DSL,DSL,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-12,DSL,DSL,Regular,269,FORECAST,2025-06-01
2025-06-01,2025-05-12,Fiber,Fiber,Bad_Payer,102,FORECAST,2025-06-01
2025-06-01,2025-05-12,Fiber,Fiber,Irregular,52,FORECAST,2025-06-01
2025-06-01,2025-05-12,Fiber,Fiber,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-12,Fiber,Fiber,Regular,173,FORECAST,2025-06-01
2025-07-01,2025-05-12,Broadband,KD,Bad_Payer,31,FORECAST,2025-07-01
2025-07-01,2025-05-12,Broadband,KD,Irregular,19,FORECAST,2025-07-01
2025-07-01,2025-05-12,Broadband,KD,Regular,136,FORECAST,2025-07-01
2025-07-01,2025-05-12,Broadband,UM,Bad_Payer,34,FORECAST,2025-07-01
2025-07-01,2025-05-12,Broadband,UM,Regular,68,FORECAST,2025-07-01
2025-07-01,2025-05-12,DSL,DSL,Bad_Payer,89,FORECAST,2025-07-01
2025-07-01,2025-05-12,DSL,DSL,Irregular,34,FORECAST,2025-07-01
2025-07-01,2025-05-12,DSL,DSL,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-12,DSL,DSL,Regular,290,FORECAST,2025-07-01
2025-07-01,2025-05-12,Fiber,Fiber,Bad_Payer,110,FORECAST,2025-07-01
2025-07-01,2025-05-12,Fiber,Fiber,Irregular,47,FORECAST,2025-07-01
2025-07-01,2025-05-12,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-12,Fiber,Fiber,Regular,143,FORECAST,2025-07-01
2025-08-01,2025-05-12,Broadband,KD,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-05-12,Broadband,KD,Irregular,18,FORECAST,2025-08-01
2025-08-01,2025-05-12,Broadband,KD,Regular,130,FORECAST,2025-08-01
2025-08-01,2025-05-12,Broadband,UM,Bad_Payer,34,FORECAST,2025-08-01
2025-08-01,2025-05-12,Broadband,UM,Regular,55,FORECAST,2025-08-01
2025-08-01,2025-05-12,DSL,DSL,Bad_Payer,95,FORECAST,2025-08-01
2025-08-01,2025-05-12,DSL,DSL,Irregular,37,FORECAST,2025-08-01
2025-08-01,2025-05-12,DSL,DSL,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-12,DSL,DSL,Regular,312,FORECAST,2025-08-01
2025-08-01,2025-05-12,Fiber,Fiber,Bad_Payer,117,FORECAST,2025-08-01
2025-08-01,2025-05-12,Fiber,Fiber,Irregular,42,FORECAST,2025-08-01
2025-08-01,2025-05-12,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-12,Fiber,Fiber,Regular,112,FORECAST,2025-08-01
2025-05-01,2025-05-19,Broadband,KD,Bad_Payer,18,ACTUAL,
2025-05-01,2025-05-19,Broadband,KD,Regular,52,ACTUAL,
2025-05-01,2025-05-19,Broadband,UM,Bad_Payer,8,ACTUAL,
2025-05-01,2025-05-19,DSL,DSL,Bad_Payer,15,ACTUAL,
2025-05-01,2025-05-19,DSL,DSL,Move,2,ACTUAL,
2025-05-01,2025-05-19,DSL,DSL,Regular,38,ACTUAL,
2025-05-01,2025-05-19,Fiber,Fiber,Bad_Payer,42,ACTUAL,
2025-05-01,2025-05-19,Fiber,Fiber,Irregular,27,ACTUAL,
2025-05-01,2025-05-19,Fiber,Fiber,Move,5,ACTUAL,
2025-05-01,2025-05-19,Fiber,Fiber,Regular,15,ACTUAL,
2025-06-01,2025-05-19,Broadband,KD,Bad_Payer,36,FORECAST,2025-06-01
2025-06-01,2025-05-19,Broadband,KD,Irregular,19,FORECAST,2025-06-01
2025-06-01,2025-05-19,Broadband,KD,Regular,143,FORECAST,2025-06-01
2025-06-01,2025-05-19,Broadband,UM,Bad_Payer,34,FORECAST,2025-06-01
2025-06-01,2025-05-19,Broadband,UM,Regular,81,FORECAST,2025-06-01
2025-06-01,2025-05-19,DSL,DSL,Bad_Payer,82,FORECAST,2025-06-01
2025-06-01,2025-05-19,DSL,DSL,Irregular,31,FORECAST,2025-06-01
2025-06-01,2025-05-19,DSL,DSL,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-19,DSL,DSL,Regular,269,FORECAST,2025-06-01
2025-06-01,2025-05-19,Fiber,Fiber,Bad_Payer,102,FORECAST,2025-06-01
2025-06-01,2025-05-19,Fiber,Fiber,Irregular,52,FORECAST,2025-06-01
2025-06-01,2025-05-19,Fiber,Fiber,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-19,Fiber,Fiber,Regular,173,FORECAST,2025-06-01
2025-07-01,2025-05-19,Broadband,KD,Bad_Payer,31,FORECAST,2025-07-01
2025-07-01,2025-05-19,Broadband,KD,Irregular,19,FORECAST,2025-07-01
2025-07-01,2025-05-19,Broadband,KD,Regular,136,FORECAST,2025-07-01
2025-07-01,2025-05-19,Broadband,UM,Bad_Payer,34,FORECAST,2025-07-01
2025-07-01,2025-05-19,Broadband,UM,Regular,68,FORECAST,2025-07-01
2025-07-01,2025-05-19,DSL,DSL,Bad_Payer,89,FORECAST,2025-07-01
2025-07-01,2025-05-19,DSL,DSL,Irregular,34,FORECAST,2025-07-01
2025-07-01,2025-05-19,DSL,DSL,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-19,DSL,DSL,Regular,290,FORECAST,2025-07-01
2025-07-01,2025-05-19,Fiber,Fiber,Bad_Payer,110,FORECAST,2025-07-01
2025-07-01,2025-05-19,Fiber,Fiber,Irregular,47,FORECAST,2025-07-01
2025-07-01,2025-05-19,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-19,Fiber,Fiber,Regular,143,FORECAST,2025-07-01
2025-08-01,2025-05-19,Broadband,KD,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-05-19,Broadband,KD,Irregular,18,FORECAST,2025-08-01
2025-08-01,2025-05-19,Broadband,KD,Regular,130,FORECAST,2025-08-01
2025-08-01,2025-05-19,Broadband,UM,Bad_Payer,34,FORECAST,2025-08-01
2025-08-01,2025-05-19,Broadband,UM,Regular,55,FORECAST,2025-08-01
2025-08-01,2025-05-19,DSL,DSL,Bad_Payer,95,FORECAST,2025-08-01
2025-08-01,2025-05-19,DSL,DSL,Irregular,37,FORECAST,2025-08-01
2025-08-01,2025-05-19,DSL,DSL,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-19,DSL,DSL,Regular,312,FORECAST,2025-08-01
2025-08-01,2025-05-19,Fiber,Fiber,Bad_Payer,117,FORECAST,2025-08-01
2025-08-01,2025-05-19,Fiber,Fiber,Irregular,42,FORECAST,2025-08-01
2025-08-01,2025-05-19,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-19,Fiber,Fiber,Regular,112,FORECAST,2025-08-01
2025-05-01,2025-05-26,Broadband,KD,Bad_Payer,12,ACTUAL,
2025-05-01,2025-05-26,Broadband,KD,Regular,20,ACTUAL,
2025-05-01,2025-05-26,Broadband,UM,Bad_Payer,4,ACTUAL,
2025-05-01,2025-05-26,Broadband,UM,Irregular,7,ACTUAL,
2025-05-01,2025-05-26,Broadband,UM,Regular,57,ACTUAL,
2025-05-01,2025-05-26,DSL,DSL,Bad_Payer,14,ACTUAL,
2025-05-01,2025-05-26,DSL,DSL,Irregular,21,ACTUAL,
2025-05-01,2025-05-26,DSL,DSL,Regular,80,ACTUAL,
2025-05-01,2025-05-26,Fiber,Fiber,Bad_Payer,38,ACTUAL,
2025-05-01,2025-05-26,Fiber,Fiber,Irregular,26,ACTUAL,
2025-05-01,2025-05-26,Fiber,Fiber,Regular,20,ACTUAL,
2025-06-01,2025-05-26,Broadband,KD,Bad_Payer,36,FORECAST,2025-06-01
2025-06-01,2025-05-26,Broadband,KD,Irregular,19,FORECAST,2025-06-01
2025-06-01,2025-05-26,Broadband,KD,Regular,143,FORECAST,2025-06-01
2025-06-01,2025-05-26,Broadband,UM,Bad_Payer,34,FORECAST,2025-06-01
2025-06-01,2025-05-26,Broadband,UM,Regular,81,FORECAST,2025-06-01
2025-06-01,2025-05-26,DSL,DSL,Bad_Payer,82,FORECAST,2025-06-01
2025-06-01,2025-05-26,DSL,DSL,Irregular,31,FORECAST,2025-06-01
2025-06-01,2025-05-26,DSL,DSL,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-26,DSL,DSL,Regular,269,FORECAST,2025-06-01
2025-06-01,2025-05-26,Fiber,Fiber,Bad_Payer,102,FORECAST,2025-06-01
2025-06-01,2025-05-26,Fiber,Fiber,Irregular,52,FORECAST,2025-06-01
2025-06-01,2025-05-26,Fiber,Fiber,Move,0,FORECAST,2025-06-01
2025-06-01,2025-05-26,Fiber,Fiber,Regular,173,FORECAST,2025-06-01
2025-07-01,2025-05-26,Broadband,KD,Bad_Payer,31,FORECAST,2025-07-01
2025-07-01,2025-05-26,Broadband,KD,Irregular,19,FORECAST,2025-07-01
2025-07-01,2025-05-26,Broadband,KD,Regular,136,FORECAST,2025-07-01
2025-07-01,2025-05-26,Broadband,UM,Bad_Payer,34,FORECAST,2025-07-01
2025-07-01,2025-05-26,Broadband,UM,Regular,68,FORECAST,2025-07-01
2025-07-01,2025-05-26,DSL,DSL,Bad_Payer,89,FORECAST,2025-07-01
2025-07-01,2025-05-26,DSL,DSL,Irregular,34,FORECAST,2025-07-01
2025-07-01,2025-05-26,DSL,DSL,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-26,DSL,DSL,Regular,290,FORECAST,2025-07-01
2025-07-01,2025-05-26,Fiber,Fiber,Bad_Payer,110,FORECAST,2025-07-01
2025-07-01,2025-05-26,Fiber,Fiber,Irregular,47,FORECAST,2025-07-01
2025-07-01,2025-05-26,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-05-26,Fiber,Fiber,Regular,143,FORECAST,2025-07-01
2025-08-01,2025-05-26,Broadband,KD,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-05-26,Broadband,KD,Irregular,18,FORECAST,2025-08-01
2025-08-01,2025-05-26,Broadband,KD,Regular,130,FORECAST,2025-08-01
2025-08-01,2025-05-26,Broadband,UM,Bad_Payer,34,FORECAST,2025-08-01
2025-08-01,2025-05-26,Broadband,UM,Regular,55,FORECAST,2025-08-01
2025-08-01,2025-05-26,DSL,DSL,Bad_Payer,95,FORECAST,2025-08-01
2025-08-01,2025-05-26,DSL,DSL,Irregular,37,FORECAST,2025-08-01
2025-08-01,2025-05-26,DSL,DSL,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-26,DSL,DSL,Regular,312,FORECAST,2025-08-01
2025-08-01,2025-05-26,Fiber,Fiber,Bad_Payer,117,FORECAST,2025-08-01
2025-08-01,2025-05-26,Fiber,Fiber,Irregular,42,FORECAST,2025-08-01
2025-08-01,2025-05-26,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-05-26,Fiber,Fiber,Regular,112,FORECAST,2025-08-01
2025-06-01,2025-06-02,Broadband,KD,Bad_Payer,39,ACTUAL,
2025-06-01,2025-06-02,Broadband,KD,Irregular,18,ACTUAL,
2025-06-01,2025-06-02,Broadband,KD,Regular,40,ACTUAL,
2025-06-01,2025-06-02,Broadband,UM,Irregular,10,ACTUAL,
2025-06-01,2025-06-02,Broadband,UM,Regular,51,ACTUAL,
2025-06-01,2025-06-02,DSL,DSL,Bad_Payer,18,ACTUAL,
2025-06-01,2025-06-02,DSL,DSL,Irregular,20,ACTUAL,
2025-06-01,2025-06-02,DSL,DSL,Regular,75,ACTUAL,
2025-06-01,2025-06-02,Fiber,Fiber,Bad_Payer,18,ACTUAL,
2025-06-01,2025-06-02,Fiber,Fiber,Irregular,9,ACTUAL,
2025-06-01,2025-06-02,Fiber,Fiber,Regular,59,ACTUAL,
2025-07-01,2025-06-02,Broadband,KD,Bad_Payer,50,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,KD,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,KD,Regular,148,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,UM,Bad_Payer,28,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,UM,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,UM,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-02,Broadband,UM,Regular,294,FORECAST,2025-07-01
2025-07-01,2025-06-02,DSL,DSL,Bad_Payer,100,FORECAST,2025-07-01
2025-07-01,2025-06-02,DSL,DSL,Irregular,114,FORECAST,2025-07-01
2025-07-01,2025-06-02,DSL,DSL,Move,21,FORECAST,2025-07-01
2025-07-01,2025-06-02,DSL,DSL,Regular,459,FORECAST,2025-07-01
2025-07-01,2025-06-02,Fiber,Fiber,Bad_Payer,99,FORECAST,2025-07-01
2025-07-01,2025-06-02,Fiber,Fiber,Irregular,70,FORECAST,2025-07-01
2025-07-01,2025-06-02,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-02,Fiber,Fiber,Regular,278,FORECAST,2025-07-01
2025-08-01,2025-06-02,Broadband,KD,Bad_Payer,50,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,KD,Regular,143,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,UM,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-02,Broadband,UM,Regular,373,FORECAST,2025-08-01
2025-08-01,2025-06-02,DSL,DSL,Bad_Payer,108,FORECAST,2025-08-01
2025-08-01,2025-06-02,DSL,DSL,Irregular,131,FORECAST,2025-08-01
2025-08-01,2025-06-02,DSL,DSL,Move,28,FORECAST,2025-08-01
2025-08-01,2025-06-02,DSL,DSL,Regular,509,FORECAST,2025-08-01
2025-08-01,2025-06-02,Fiber,Fiber,Bad_Payer,104,FORECAST,2025-08-01
2025-08-01,2025-06-02,Fiber,Fiber,Irregular,71,FORECAST,2025-08-01
2025-08-01,2025-06-02,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-02,Fiber,Fiber,Regular,277,FORECAST,2025-08-01
2025-09-01,2025-06-02,Broadband,KD,Bad_Payer,50,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,KD,Regular,139,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,UM,Bad_Payer,26,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-02,Broadband,UM,Regular,452,FORECAST,2025-09-01
2025-09-01,2025-06-02,DSL,DSL,Bad_Payer,117,FORECAST,2025-09-01
2025-09-01,2025-06-02,DSL,DSL,Irregular,147,FORECAST,2025-09-01
2025-09-01,2025-06-02,DSL,DSL,Move,36,FORECAST,2025-09-01
2025-09-01,2025-06-02,DSL,DSL,Regular,558,FORECAST,2025-09-01
2025-09-01,2025-06-02,Fiber,Fiber,Bad_Payer,109,FORECAST,2025-09-01
2025-09-01,2025-06-02,Fiber,Fiber,Irregular,71,FORECAST,2025-09-01
2025-09-01,2025-06-02,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-02,Fiber,Fiber,Regular,275,FORECAST,2025-09-01
2025-06-01,2025-06-09,Broadband,KD,Irregular,14,ACTUAL,
2025-06-01,2025-06-09,Broadband,KD,Regular,19,ACTUAL,
2025-06-01,2025-06-09,DSL,DSL,Bad_Payer,38,ACTUAL,
2025-06-01,2025-06-09,DSL,DSL,Irregular,43,ACTUAL,
2025-06-01,2025-06-09,DSL,DSL,Regular,132,ACTUAL,
2025-06-01,2025-06-09,Fiber,Fiber,Bad_Payer,12,ACTUAL,
2025-06-01,2025-06-09,Fiber,Fiber,Irregular,24,ACTUAL,
2025-06-01,2025-06-09,Fiber,Fiber,Regular,128,ACTUAL,
2025-07-01,2025-06-09,Broadband,KD,Bad_Payer,50,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,KD,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,KD,Regular,148,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,UM,Bad_Payer,28,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,UM,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,UM,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-09,Broadband,UM,Regular,294,FORECAST,2025-07-01
2025-07-01,2025-06-09,DSL,DSL,Bad_Payer,100,FORECAST,2025-07-01
2025-07-01,2025-06-09,DSL,DSL,Irregular,114,FORECAST,2025-07-01
2025-07-01,2025-06-09,DSL,DSL,Move,21,FORECAST,2025-07-01
2025-07-01,2025-06-09,DSL,DSL,Regular,459,FORECAST,2025-07-01
2025-07-01,2025-06-09,Fiber,Fiber,Bad_Payer,99,FORECAST,2025-07-01
2025-07-01,2025-06-09,Fiber,Fiber,Irregular,70,FORECAST,2025-07-01
2025-07-01,2025-06-09,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-09,Fiber,Fiber,Regular,278,FORECAST,2025-07-01
2025-08-01,2025-06-09,Broadband,KD,Bad_Payer,50,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,KD,Regular,143,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,UM,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-09,Broadband,UM,Regular,373,FORECAST,2025-08-01
2025-08-01,2025-06-09,DSL,DSL,Bad_Payer,108,FORECAST,2025-08-01
2025-08-01,2025-06-09,DSL,DSL,Irregular,131,FORECAST,2025-08-01
2025-08-01,2025-06-09,DSL,DSL,Move,28,FORECAST,2025-08-01
2025-08-01,2025-06-09,DSL,DSL,Regular,509,FORECAST,2025-08-01
2025-08-01,2025-06-09,Fiber,Fiber,Bad_Payer,104,FORECAST,2025-08-01
2025-08-01,2025-06-09,Fiber,Fiber,Irregular,71,FORECAST,2025-08-01
2025-08-01,2025-06-09,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-09,Fiber,Fiber,Regular,277,FORECAST,2025-08-01
2025-09-01,2025-06-09,Broadband,KD,Bad_Payer,50,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,KD,Regular,139,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,UM,Bad_Payer,26,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-09,Broadband,UM,Regular,452,FORECAST,2025-09-01
2025-09-01,2025-06-09,DSL,DSL,Bad_Payer,117,FORECAST,2025-09-01
2025-09-01,2025-06-09,DSL,DSL,Irregular,147,FORECAST,2025-09-01
2025-09-01,2025-06-09,DSL,DSL,Move,36,FORECAST,2025-09-01
2025-09-01,2025-06-09,DSL,DSL,Regular,558,FORECAST,2025-09-01
2025-09-01,2025-06-09,Fiber,Fiber,Bad_Payer,109,FORECAST,2025-09-01
2025-09-01,2025-06-09,Fiber,Fiber,Irregular,71,FORECAST,2025-09-01
2025-09-01,2025-06-09,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-09,Fiber,Fiber,Regular,275,FORECAST,2025-09-01
2025-06-01,2025-06-16,Broadband,KD,Irregular,9,ACTUAL,
2025-06-01,2025-06-16,Broadband,KD,Regular,14,ACTUAL,
2025-06-01,2025-06-16,Broadband,UM,Bad_Payer,12,ACTUAL,
2025-06-01,2025-06-16,Broadband,UM,Regular,42,ACTUAL,
2025-06-01,2025-06-16,DSL,DSL,Bad_Payer,9,ACTUAL,
2025-06-01,2025-06-16,DSL,DSL,Irregular,22,ACTUAL,
2025-06-01,2025-06-16,DSL,DSL,Move,10,ACTUAL,
2025-06-01,2025-06-16,DSL,DSL,Regular,56,ACTUAL,
2025-06-01,2025-06-16,Fiber,Fiber,Bad_Payer,20,ACTUAL,
2025-06-01,2025-06-16,Fiber,Fiber,Irregular,21,ACTUAL,
2025-06-01,2025-06-16,Fiber,Fiber,Regular,20,ACTUAL,
2025-07-01,2025-06-16,Broadband,KD,Bad_Payer,50,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,KD,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,KD,Regular,148,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,UM,Bad_Payer,28,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,UM,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,UM,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-16,Broadband,UM,Regular,294,FORECAST,2025-07-01
2025-07-01,2025-06-16,DSL,DSL,Bad_Payer,100,FORECAST,2025-07-01
2025-07-01,2025-06-16,DSL,DSL,Irregular,114,FORECAST,2025-07-01
2025-07-01,2025-06-16,DSL,DSL,Move,21,FORECAST,2025-07-01
2025-07-01,2025-06-16,DSL,DSL,Regular,459,FORECAST,2025-07-01
2025-07-01,2025-06-16,Fiber,Fiber,Bad_Payer,99,FORECAST,2025-07-01
2025-07-01,2025-06-16,Fiber,Fiber,Irregular,70,FORECAST,2025-07-01
2025-07-01,2025-06-16,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-16,Fiber,Fiber,Regular,278,FORECAST,2025-07-01
2025-08-01,2025-06-16,Broadband,KD,Bad_Payer,50,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,KD,Regular,143,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,UM,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,UM,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-16,Broadband,UM,Regular,373,FORECAST,2025-08-01
2025-08-01,2025-06-16,DSL,DSL,Bad_Payer,108,FORECAST,2025-08-01
2025-08-01,2025-06-16,DSL,DSL,Irregular,131,FORECAST,2025-08-01
2025-08-01,2025-06-16,DSL,DSL,Move,28,FORECAST,2025-08-01
2025-08-01,2025-06-16,DSL,DSL,Regular,509,FORECAST,2025-08-01
2025-08-01,2025-06-16,Fiber,Fiber,Bad_Payer,104,FORECAST,2025-08-01
2025-08-01,2025-06-16,Fiber,Fiber,Irregular,71,FORECAST,2025-08-01
2025-08-01,2025-06-16,Fiber,Fiber,Move,0,FORECAST,2025-08-01
2025-08-01,2025-06-16,Fiber,Fiber,Regular,277,FORECAST,2025-08-01
2025-09-01,2025-06-16,Broadband,KD,Bad_Payer,50,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,KD,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,KD,Regular,139,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,UM,Bad_Payer,26,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,UM,Irregular,0,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,UM,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-16,Broadband,UM,Regular,452,FORECAST,2025-09-01
2025-09-01,2025-06-16,DSL,DSL,Bad_Payer,117,FORECAST,2025-09-01
2025-09-01,2025-06-16,DSL,DSL,Irregular,147,FORECAST,2025-09-01
2025-09-01,2025-06-16,DSL,DSL,Move,36,FORECAST,2025-09-01
2025-09-01,2025-06-16,DSL,DSL,Regular,558,FORECAST,2025-09-01
2025-09-01,2025-06-16,Fiber,Fiber,Bad_Payer,109,FORECAST,2025-09-01
2025-09-01,2025-06-16,Fiber,Fiber,Irregular,71,FORECAST,2025-09-01
2025-09-01,2025-06-16,Fiber,Fiber,Move,0,FORECAST,2025-09-01
2025-09-01,2025-06-16,Fiber,Fiber,Regular,275,FORECAST,2025-09-01
2025-06-01,2025-06-23,Broadband,KD,Regular,47,ACTUAL,
2025-06-01,2025-06-23,Broadband,UM,Regular,107,ACTUAL,
2025-06-01,2025-06-23,DSL,DSL,Irregular,8,ACTUAL,
2025-06-01,2025-06-23,DSL,DSL,Regular,62,ACTUAL,
2025-06-01,2025-06-23,Fiber,Fiber,Irregular,22,ACTUAL,
2025-06-01,2025-06-23,Fiber,Fiber,Regular,57,ACTUAL,
2025-07-01,2025-06-23,Broadband,KD,Bad_Payer,50,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,KD,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,KD,Regular,148,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,UM,Bad_Payer,28,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,UM,Irregular,0,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,UM,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-23,Broadband,UM,Regular,294,FORECAST,2025-07-01
2025-07-01,2025-06-23,DSL,DSL,Bad_Payer,100,FORECAST,2025-07-01
2025-07-01,2025-06-23,DSL,DSL,Irregular,114,FORECAST,2025-07-01
2025-07-01,2025-06-23,DSL,DSL,Move,21,FORECAST,2025-07-01
2025-07-01,2025-06-23,DSL,DSL,Regular,459,FORECAST,2025-07-01
2025-07-01,2025-06-23,Fiber,Fiber,Bad_Payer,99,FORECAST,2025-07-01
2025-07-01,2025-06-23,Fiber,Fiber,Irregular,70,FORECAST,2025-07-01
2025-07-01,2025-06-23,Fiber,Fiber,Move,0,FORECAST,2025-07-01
2025-07-01,2025-06-23,Fiber,Fiber,Regular,278,FORECAST,2025-07-01
2025-08-01,2025-06-23,Broadband,KD,Bad_Payer,50,FORECAST,2025-08-01
2025-08-01,2025-06-23,Broadband,KD,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-23,Broadband,KD,Regular,143,FORECAST,2025-08-01
2025-08-01,2025-06-23,Broadband,UM,Bad_Payer,27,FORECAST,2025-08-01
2025-08-01,2025-06-23,Broadband,UM,Irregular,0,FORECAST,2025-08-01
2025-08-01,2025-06-23,Broadband,UM,Move,0,FORECAST,2025-08-01
